id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer,imdb_rating,imdb_votes,poster_path_x,poster_path_y,profit,ROI,year,imdb_url,poster_url
1189380,The Souvenir: Reality / Fiction / Confusion / Inspiration,0.0,0.0,Released,2022-10-08,0.0,41.0,0.0,,en,The Souvenir: Reality / Fiction / Confusion / Inspiration,Making of documentary on The Souvenir & The Souvenir Part II.,0.6,,Documentary,A24,,English,"Martin Scorsese, Kent Jones, Joanna Hogg, Honor Swinton Byrne",Thaddeus Ruzicka,"Sam Jones, Gemma Doll-Grossman, Sri Southall",,"Nina Blass, Gaby De Camps",,,,/4ooc0XCN17qjbIkT2pgIG21gCGD.jpg,https://image.tmdb.org/t/p/original//4ooc0XCN17qjbIkT2pgIG21gCGD.jpg,0.0,0.0,2022,,
1198933,Leo Reich: Literally Who Cares?!,5.3,7.0,Released,2023-12-16,0.0,65.0,0.0,tt29712087,en,Leo Reich: Literally Who Cares?!,"Hot. Young. Cool. Fresh. Ripped. Hilarious. Groundbreaking. Avant-garde. These are just some of the words that comedian and writer Leo Reich uses to describe himself. In his first HBO comedy special, this self-diagnosed important young mind faces the swirling uncertainty of our collective future, asking the big questions, such as: “Is this helping?"", “Am I hot?”, and ""No offense guys but literally what is going on?""",0.799,,Comedy,A24,United States of America,English,Leo Reich,Thomas Hardiman,,Leo Reich,"Leo Reich, Piers Wenger, Christopher Quaile, Rose Garnett, Bríd Kirby",,6.0,279.0,/uCC3eReaVc1euK2DrR5xZo5QJK5.jpg,https://image.tmdb.org/t/p/original//uCC3eReaVc1euK2DrR5xZo5QJK5.jpg,0.0,0.0,2023,https://www.imdb.com/title/tt29712087/,https://image.tmdb.org/t/p/w500/uCC3eReaVc1euK2DrR5xZo5QJK5.jpg
1202479,Opus,5.488,82.0,Released,2025-03-13,2183539.0,104.0,10000000.0,tt29929565,en,Opus,"A young writer is invited to the remote compound of a legendary pop star who mysteriously disappeared thirty years ago. Surrounded by the star's cult of sycophants and intoxicated journalists, she finds herself in the middle of his twisted plan.",6.9317,A once-in-a-lifetime experience.,"Horror, Mystery, Thriller","A24, Makeready, MACRO",United States of America,English,"Jean Effron, Melissa Chambers, Ayo Edebiri, Gabriel Armijo, Andrew McMaster, Mark Sivertsen, Aimee McGuire, Stephanie Suganami, Rose Marley Meizlesh, Lily Joy Winder, Jeremiah Core, Justin Peach, Tatanka Means, Tony Hale, Aspen Martinez, Murray Bartlett, Orion Carrington, Sean McCormick, Sarah May Sommers, Joellyn Baca, Crystal Mayes, Juliette Lewis, Lenny Kravitz, Chris Highlands, Bill Burr, John Malkovich, Tamera Tomakili, Tristan Manyhorses, Jasper Keen, Casey Messer, Amber Midthunder, Peter Diseth, Michael E. Stogner, Marjorie W. Conner, Samantha Christine, Rosario Dawson, Ryan Cowles, Lil Nas X, Justin Perry, John Freelykirk, Young Mazino, Lex Lotito",Mark Anthony Green,Tommy Maddox-Upshaw,Mark Anthony Green,"Joshua Bachove, Charles D. King, Sara Newkirk Simon, Brad Weston, Poppy Hanks, Nile Rodgers, Jelani Johnson, The-Dream, Collin Creighton","Saunder Jurriaans, Danny Bensi",5.7,5184.0,/m0du9dsiOVeb0SgfqR8ZAEPRxww.jpg,,-7816461.0,-78.16461,2025,https://www.imdb.com/title/tt29929565/,https://image.tmdb.org/t/p/w500/m0du9dsiOVeb0SgfqR8ZAEPRxww.jpg
1203116,Untitled Elon Musk Biopic,0.0,0.0,Planned,,0.0,0.0,0.0,,en,Untitled Elon Musk Biopic,Based on Walter Isaacson’s authorized biography of the controversial tech mogul.,0.15,,,"A24, Protozoa Pictures",United States of America,English,,Darren Aronofsky,,Walter Isaacson,,,,,,,0.0,0.0,,,
1206030,The Making of Priscilla,3.5,1.0,Released,2023-11-16,0.0,28.0,0.0,tt31829513,en,The Making of Priscilla,"An exclusive, behind-the-scenes look at Sofia Coppola’s Priscilla, Liv McNeil’s documentary sparkles with an infectious enthusiasm for the magic of cinema. From visual moodboards to the creation of Graceland, this engaging short reveals the extraordinary craft behind the making of a dark fairytale.",6.257,,Documentary,"Important Flowers, American Zoetrope, A24",United States of America,English,"Liv McNeil, Cailee Spaeny, Sofia Coppola, Romy Mars, Priscilla Presley, Jacob Elordi",Liv McNeil,,,"Sofia Coppola, Youree Henley, Francis Ford Coppola, Lisa Antonecchia",,6.9,68.0,/M6l7c0dNShjIdg4jyKlH1p3Izf.jpg,https://image.tmdb.org/t/p/original//M6l7c0dNShjIdg4jyKlH1p3Izf.jpg,0.0,0.0,2023,https://www.imdb.com/title/tt31829513/,https://image.tmdb.org/t/p/w500/M6l7c0dNShjIdg4jyKlH1p3Izf.jpg
1225352,Open Wide,5.2,4.0,Released,2024-01-23,0.0,108.0,0.0,tt29649645,en,Open Wide,"John Mew thinks we're all ugly. And modern living is to blame. For decades he's waged a lonely war against orthodontics and that teenage rite of passage - braces. With his son now taking up the fight, Mew's fringe theories suddenly find an enthusiastic audience online.",0.4779,,Documentary,"A24, Muck Media",United States of America,English,,Sara Goldblatt,Paul Woodd-Walker,,"Sara Goldblatt, Cristina Costantini, Darren Foster, Emily Osborne, Ben Cotner, Adriana Banta",,5.8,466.0,/wGr0kMzbl64wuSV08x73Vk92n1T.jpg,https://image.tmdb.org/t/p/original//wGr0kMzbl64wuSV08x73Vk92n1T.jpg,0.0,0.0,2024,https://www.imdb.com/title/tt29649645/,https://image.tmdb.org/t/p/w500/wGr0kMzbl64wuSV08x73Vk92n1T.jpg
1229705,My Mercury,0.0,0.0,Released,2025-05-11,0.0,98.0,0.0,tt29649688,en,My Mercury,"A passionate conservationist makes a cruel pact to save endangered seabirds from extinction on an inhospitable island, alone. In the end, it's a victory for the birds, but at what price?",0.2929,,Documentary,"A24, Dog Star Films","United Kingdom, United States of America",English,"Joëlle Chesselet, Yves Chesselet","Joëlle Chesselet, Philippa Ehrlich",Lloyd Ross,,"Emily Osborne, Nick Shumaker, Mandy Chang, George Chignell, Joëlle Chesselet, Ben Cotner, Adriana Banta",,6.9,118.0,/1AJwxLPagG2S08j9NJlwbwMHaQ3.jpg,https://image.tmdb.org/t/p/original//1AJwxLPagG2S08j9NJlwbwMHaQ3.jpg,0.0,0.0,2025,https://www.imdb.com/title/tt29649688/,https://image.tmdb.org/t/p/w500/1AJwxLPagG2S08j9NJlwbwMHaQ3.jpg
1230147,Jenny Slate: Seasoned Professional,5.0,5.0,Released,2024-02-22,0.0,64.0,0.0,tt30841122,en,Jenny Slate: Seasoned Professional,"Jenny Slate proves that being brave for love is worth it—even when it comes to pushing out a baby, stalking your therapist, or trusting your partner to not destroy you.",8.363,,Comedy,"A24, Amazon MGM Studios",United States of America,English,Jenny Slate,Gillian Robespierre,,Jenny Slate,"Elisabeth Holm, Alli Reich, Jenny Slate, Natalie Teter, Corey Deckler, Gillian Robespierre",,5.7,485.0,/vQx7kF78GDEgjJtCCqsGU2vaUwN.jpg,https://image.tmdb.org/t/p/original//vQx7kF78GDEgjJtCCqsGU2vaUwN.jpg,0.0,0.0,2024,https://www.imdb.com/title/tt30841122/,https://image.tmdb.org/t/p/w500/vQx7kF78GDEgjJtCCqsGU2vaUwN.jpg
1234597,Architecton,6.4,9.0,Released,2024-10-03,66823.0,98.0,0.0,tt18346498,it,Architecton,"An extraordinary journey through the material that makes up our habitat: concrete and its ancestor, stone. Victor Kossakovsky raises a fundamental question: how do we inhabit the world of tomorrow?",0.3475,,Documentary,"ma.ja.de. FilmProduktions, Point du Jour, Les Films du Balibari, A24, Hailstone Films, ZDF, ARTE, The Match Factory","France, Germany, United States of America","English, Italiano",Michele De Lucchi,Viktor Kossakovsky,Ben Bernhard,Viktor Kossakovsky,"Adriana Banta, Heino Deckert, Frank Lehmann, Emily Osborne, Ben Cotner, Nick Shumaker",Evgueni Galperine,6.6,354.0,/dPFUKGDjWRxzSj3430nIlUiAAm6.jpg,https://image.tmdb.org/t/p/original//dPFUKGDjWRxzSj3430nIlUiAAm6.jpg,66823.0,0.0,2024,https://www.imdb.com/title/tt18346498/,https://image.tmdb.org/t/p/w500/dPFUKGDjWRxzSj3430nIlUiAAm6.jpg
1235761,Ramy Youssef: More Feelings,6.9,8.0,Released,2024-03-23,0.0,55.0,0.0,tt31039503,en,Ramy Youssef: More Feelings,"Ramy Youssef returns to HBO with his second comedy special filmed in front of a live audience at White Eagle Hall in Jersey City, New Jersey on February 2 and 3.",0.3321,,Comedy,"Cairo Cowboy, A24, American Light & Fixture",United States of America,English,"Steve Way, Ramy Youssef",Christopher Storer,Andrew Wehde,Ramy Youssef,"Christopher Storer, Mary Beth Minthorn, Tyson Bidner, Andy Campagna, Hallie Sekoff, Josh Senior, Ravi Nandan, Ramy Youssef",,6.9,739.0,/hFI4xn1fGxIIFdk60rUBhbyA3J0.jpg,https://image.tmdb.org/t/p/original//hFI4xn1fGxIIFdk60rUBhbyA3J0.jpg,0.0,0.0,2024,https://www.imdb.com/title/tt31039503/,https://image.tmdb.org/t/p/w500/hFI4xn1fGxIIFdk60rUBhbyA3J0.jpg
1241436,Warfare,7.226,419.0,Released,2025-04-09,31896828.0,95.0,20000000.0,tt31434639,en,Warfare,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",262.0183,Everything is based on memory.,"War, Action","DNA Films, A24","United Kingdom, United States of America","English, Türkçe","Alexander Angelikis, Finn Bennett, Nathan Altai, Inbal Amram, Noah Centineo, Henry Zaga, Amira Dutton, Cosmo Jarvis, Donya Hussen, Aaron Mackenzie, Aso Sherabayani, Taylor John Smith, Heider Ali, Tom Dunne, D'Pharaoh Woon-A-Tai, Adain Bradley, Joe Macaulay, Sima Pollitt, Joseph Quinn, Rayhan Ali, Alex Brockdorff, Marton Virag, John Adkins, Michael Gandolfini, Charles Melton, Will Poulter, Laurie Duncan, Kit Connor, Evan Holtzman, Jake Lampert, Aaron Deakins","Alex Garland, Ray Mendoza",David J. Thompson,"Alex Garland, Ray Mendoza","Peter Rice, Allon Reich, Andrew Macdonald, Matthew Penry-Davey",,7.4,41148.0,/srj9rYrjefyWqkLc6l2xjTGeBGO.jpg,https://image.tmdb.org/t/p/original//a2Aj4KrAEKsDAJ2H7SyLMtmGjwc.jpg,11896828.0,59.48414,2025,https://www.imdb.com/title/tt31434639/,https://image.tmdb.org/t/p/w500/srj9rYrjefyWqkLc6l2xjTGeBGO.jpg
1242424,Famous,0.0,0.0,Post Production,,0.0,0.0,0.0,tt31261128,en,Famous,"Lance Dunkquist has one asset that’s about to change his life—he has the face of a movie star. And not just any movie star—Lance is the spitting image of a Hollywood icon, James Jansen. Lance is about to travel to Los Angeles to make his dream come true. Lance is going to be famous, no matter what it takes…",0.2866,,Thriller,"Black Bear Pictures, Esmail Corp, A24",United States of America,English,"Daniel Zovatto, Mekki Leeper, Debby Ryan, Ernie Hudson, Cory Michael Smith, Phoebe Dynevor, Stephanie Koenig, Nicholas Braun, Bill Pullman, Zac Efron",Jody Hill,,"Blake Crouch, Chad Hodge","Nathan Klingher, Michael M. McGuire, R. Wesley Sierk, Chad Hodge, John D. Straley, Richie Walls, Phil Hunter, Joshua Harris, Ford Corbett, Jordan Graska, Tom Ogden, Bert Hamelinck, Mark Fasano, Jina Panebianco, Michael Sagol, Lee Broda, Joey Suquet, Brando Eaton, Sam Esmail, Bradley Freeman, Allison Hironaka, Jeff Rice, Chad Hamilton",,,,/8dLfxWINXbEE6mn9anEJpfS1RpQ.jpg,https://image.tmdb.org/t/p/original//8dLfxWINXbEE6mn9anEJpfS1RpQ.jpg,0.0,0.0,,https://www.imdb.com/title/tt31261128/,https://image.tmdb.org/t/p/w500/8dLfxWINXbEE6mn9anEJpfS1RpQ.jpg
1242434,Highest 2 Lowest,0.0,0.0,Released,2025-08-22,0.0,133.0,0.0,tt31194612,en,Highest 2 Lowest,"When a titan music mogul, widely known as having the ""best ears in the business"", is targeted with a ransom plot, he is jammed up in a life-or-death moral dilemma.",3.0709,All $$ ain't good $$.,"Crime, Thriller, Drama","A24, Apple Studios, 40 Acres and a Mule Filmworks, Escape Artists, Mandalay Pictures, A/Vantage Pictures",United States of America,English,"John Douglas Thompson, Manny Joseph, Michael Potts, Ilfenesh Hadera, Evyn George, Jeffrey Wright, Jeremy Sample, Denzel Washington, A$AP Rocky, Ice Spice, Anthony Ramos, Aubrey Joseph, LaChanze, Rosie Perez, Elijah Wright, Dean Winters, Eddie Palmieri, Andy McQueen, Wendell Pierce",Spike Lee,Matthew Libatique,"Akira Kurosawa, Evan Hunter, Hideo Oguni, Ryūzō Kikushima, Eijirō Hisaita, William Alan Fox","Jason Michael Berman, Peter Guber, Spike Lee, Ko Kurosawa, Todd Black, Chris Brigham, Katia Washington, Matthew Lindner",Howard Drossin,7.3,131.0,/eMmZYH3i2mYElGmqa07mP6PTQvn.jpg,https://image.tmdb.org/t/p/original//95UCrw3Q8HkdAwNYFeQ9ubD5s6O.jpg,0.0,0.0,2025,https://www.imdb.com/title/tt31194612/,https://image.tmdb.org/t/p/w500/eMmZYH3i2mYElGmqa07mP6PTQvn.jpg
1258062,um dia com certeza,0.0,0.0,Released,,0.0,0.0,0.0,,pt,um dia com certeza,,1.4,,Drama,A24,,,"Amy Adams, Elizabeth Olsen",Kanye West,,,,,,,,,0.0,0.0,,,
1259102,Eternity,0.0,0.0,Post Production,,0.0,114.0,0.0,tt24950660,en,Eternity,"After death, everyone gets one week to choose where to spend eternity. For Joan, Larry, and Luke, it’s really a question of who to spend it with.",0.5661,,"Romance, Comedy","A24, Star Thrower Entertainment",United States of America,English,"Panta Mosleh, Kristina Capati, Da'Vine Joy Randolph, Elodie Venece, Betty Buckley, Miles Teller, John Early, Olga Merediz, Callum Turner, Olga Petsa, Kyle Warren, Danny Mac, Noah Bromley, Elizabeth Olsen, Devielle Johnson, Jeanie Cloutier",David Freyne,Ruairí O'Brien,Pat Cunnane,"Trevor White, Elizabeth Olsen, Miles Teller, Tim White, Michael Williams",David Fleming,,,/oGbhIj8bD75mhn1y3zYhvaueTYF.jpg,https://image.tmdb.org/t/p/original//oGbhIj8bD75mhn1y3zYhvaueTYF.jpg,0.0,0.0,,https://www.imdb.com/title/tt24950660/,https://image.tmdb.org/t/p/w500/oGbhIj8bD75mhn1y3zYhvaueTYF.jpg
1265180,Untitled Bruce Springsteen Movie,0.0,0.0,Planned,,0.0,0.0,0.0,,en,Untitled Bruce Springsteen Movie,A biopic about the life of Bruce Springsteen.,0.6,,Music,"A24, The Gotham Group",United States of America,English,Jeremy Allen White,Scott Cooper,,"Scott Cooper, Warren Zanes","Scott Stuber, Jon Landau, Ellen Goldsmith-Vein, Bruce Springsteen, Eric Robinson",,,,,,0.0,0.0,,,
1275377,The Sixth,6.0,4.0,Released,2024-05-03,0.0,106.0,0.0,tt29644446,en,The Sixth,"The Sixth is a visceral intersection of six extraordinary Americans whose lives will be forever changed by the attack on the United States Capitol on January 6, 2021.",1.979,,Documentary,"Change Content, A24",United States of America,English,"Robert Contee, Daniel Hodges, Mel D. Cole, Christina Laury, Jamie Raskin, Erica Loewe","Sean Fine, Andrea Nix",,Andrea Nix,"Sean Fine, Margaret McEvoy, Andrea Nix, Emily Osborne, Ben Cotner",,6.8,526.0,/asDTwKxL6OHcLacEIbHOqowf3eX.jpg,https://image.tmdb.org/t/p/original//asDTwKxL6OHcLacEIbHOqowf3eX.jpg,0.0,0.0,2024,https://www.imdb.com/title/tt29644446/,https://image.tmdb.org/t/p/w500/asDTwKxL6OHcLacEIbHOqowf3eX.jpg
1283920,Checkmate,0.0,0.0,Planned,,0.0,0.0,0.0,,en,Checkmate,"The story centers on what has been described as the “biggest scandal in the history of chess,” following the controversial 2022 head-to-head match between Grandmasters Magnus Carlsen, then world champion, and Hans Niemann, during which the latter was accused of cheating.",3.62,,,"A24, Fruit Tree",United States of America,English,Emma Stone,Nathan Fielder,,Ben Mezrich,"Dave McCary, Emma Stone",,,,/6Glj8FooItmKFFfcAFlw8C8UWBS.jpg,https://image.tmdb.org/t/p/original//6Glj8FooItmKFFfcAFlw8C8UWBS.jpg,0.0,0.0,,,
1284046,Onslaught,0.0,0.0,Post Production,,0.0,0.0,0.0,tt32268691,en,Onslaught,"A mother living in a trailer park tries to protect her loved ones from a threat that has escaped from a secret military base, while mercenaries try to contain it.",0.356,,"Action, Horror, Thriller","A24, Ryder Picture Company, Lyrical Media, Breakaway Civilization",United States of America,English,"Joanne Marie, Adria Arjona, Drew Starkey, Steven Shelby, Jesse La Flair, Michael Biehn, Keil Oakley Zepernick, Jasper Keen, Maurice Greene, Malik Watson, Dan Stevens, Blake Kennedy, Rabon Hutcherson, Eric Wareheim, Reginald VelJohnson, Leon M. Brown, Caleb Baker, Alex Pereira, Sarah Minnich, Rebecca Hall",Adam Wingard,Oren Soffer,"Simon Barrett, Adam Wingard","Simon Barrett, Adam Wingard, Aaron Ryder, Adria Arjona, Alexander Black, Jon Rosenberg, Natalie Sellers, Andrew Swett, Jeremy Platt",,,,/wIbBXwv2PgxRzAg4i9n8pOiqlhe.jpg,https://image.tmdb.org/t/p/original//wIbBXwv2PgxRzAg4i9n8pOiqlhe.jpg,0.0,0.0,,https://www.imdb.com/title/tt32268691/,https://image.tmdb.org/t/p/w500/wIbBXwv2PgxRzAg4i9n8pOiqlhe.jpg
1284465,Death of Robin Hood,0.0,0.0,Post Production,,0.0,0.0,0.0,tt32273171,en,Death of Robin Hood,"A darker reimagining of the classic Robin Hood tale, which will see the character as a battleworn loner grappling with his past after a life of crime and murder, and who finds himself gravely injured and in the hands of a mysterious woman who offers him a chance at salvation.",0.5718,,"Adventure, Drama","Lyrical Media, Ryder Picture Company, A24",United States of America,English,"Noah Jupe, Alfie Lawless, Tabitha Smyth, Faith Delaney, Murray Bartlett, Hugh Jackman, Asher de Silva, Beau Thompson, Bill Skarsgård, Jodie Comer",Michael Sarnoski,Patrick Scola,Michael Sarnoski,"Michael Sarnoski, Natalie Sellers, Jon Rosenberg, Aaron Ryder, Andrew Swett, Hugh Jackman, Alexander Black, Rama Gottumukkala",,,,/lUyOp1cUS0xElrzR1UfdRimOiUg.jpg,https://image.tmdb.org/t/p/original//lUyOp1cUS0xElrzR1UfdRimOiUg.jpg,0.0,0.0,,https://www.imdb.com/title/tt32273171/,https://image.tmdb.org/t/p/w500/lUyOp1cUS0xElrzR1UfdRimOiUg.jpg
1284938,Cursed: The True Nature of Hereditary,8.7,3.0,Released,2018-10-08,0.0,20.0,0.0,,en,Cursed: The True Nature of Hereditary,"A featurette that sheds light on the filmmaker’s approach, and how he turned a character-driven domestic drama into one of the 2018’s most harrowing cinematic experiences.",6.064,,Documentary,"A24, Lionsgate",United States of America,,"Toni Collette, Ari Aster, Alex Wolff, Gabriel Byrne, Milly Shapiro",Noah Aster,,,,,,,/wnHey2fZFMWstkK0m6k841XKWA1.jpg,https://image.tmdb.org/t/p/original//wnHey2fZFMWstkK0m6k841XKWA1.jpg,0.0,0.0,2018,,
1287950,The Looming,0.0,0.0,Planned,,0.0,0.0,0.0,tt32332882,en,The Looming,"A feature adaptation of Masha Ko’s Sundance short of the same name. When a virtual home assistant speaker picks up the strange noise a man has heard in his house, he realizes that it may not be a symptom of dementia.",1.992,,Horror,"A24, Square Peg, Causeway Films","Australia, United States of America",English,,Masha Ko,,Masha Ko,"Lars Knudsen, Kristina Ceyton, Samantha Jennings, Ari Aster, Tyler Campellone",,,,,,0.0,0.0,,https://www.imdb.com/title/tt32332882/,
1288243,The Heaven & Earth Grocery Store,0.0,0.0,Released,,0.0,0.0,0.0,tt32313247,en,The Heaven & Earth Grocery Store,"McBride’s novel tells the story of Black and Jewish residents of the Chicken Hill neighborhood of Pottstown, Pennsylvania in the 1920s and ‘30s.",1.4,,,"A24, Amblin Entertainment",,,,,,James McBride,Steven Spielberg,,,,,,0.0,0.0,,https://www.imdb.com/title/tt32313247/,
1289917,Does Anybody Have Any Questions: Making Stop Making Sense,0.0,0.0,Released,2024-05-10,0.0,26.0,0.0,,en,Does Anybody Have Any Questions: Making Stop Making Sense,"A short documentary about the making of Stop Making Sense featuring new interviews with Talking Heads members David Byrne, Jerry Harrison, Tina Weymouth, and Chris Frantz, as well as Stop Making Sense producer Gary Goetzman and editor Lisa Day. This documentary also features never before seen archival footage and photographs.",1.4,,"Documentary, Music",A24,United States of America,English,"Alex Weir, David Byrne, Jerry Harrison, Lisa Day, Lynn Mabry, Chris Frantz, Steven Scales, Tina Weymouth, Bernie Worrell, Gary Goetzman, Ednah Holt",,Sai Aung Tun,,"Nina Blass, Mead McCormick",,,,,,0.0,0.0,2024,,
1303397,Dream Like Nobody's Watching,0.0,0.0,Released,2024-02-27,0.0,0.0,0.0,,en,Dream Like Nobody's Watching,A behind the scenes documentary about the making of Kristoffer Borgli's Dream Scenario.,0.661,,Documentary,"A24, Square Peg, Lionsgate",United States of America,English,"Kristoffer Borgli, Nicolas Cage",,,,,,,,,,0.0,0.0,2024,,
1306077,Trying to drink the most orange soda in under a minute and 30 seconds,0.0,0.0,Released,2021-06-03,5.0,3.0,5.0,,en,Trying to drink the most orange soda in under a minute and 30 seconds,A Short Film about a young suburban kid trying to break a seemingly impossible world record. What he doesn’t know is the true record is within himself. Watch to explore the journeys of self discovery as Simon tries to drink the most orange soda in under a minute and 30 seconds!,1.471,Nothing rhymes with orange,"Documentary, Adventure",A24,,English,"Simon Stoops, Brendan Wayne, La'Charles Trask, Vishu Sejwal, H.H. Caldwell",Simon Stoops,,Simon Stoops,,,,,,,0.0,0.0,2021,,
1307490,The Wives,0.0,0.0,Planned,,0.0,0.0,0.0,tt32659630,en,The Wives,"Plot details are being kept in the body bag, but it is being described as being partly inspired by the Real Housewives franchise, which focuses on the soap operatic and over-the-top theatrics of well-to-do women in areas ranging from Orange County to Miami to Atlanta.",1.301,,Mystery,"A24, Excellent Cadaver, bb², Apple Studios",United States of America,English,Jennifer Lawrence,,,"Michael Breslin, Patrick Foley","Jeremy O. Harris, Justine Ciarrocchi, Josh Godfrey, Jennifer Lawrence",,,,/huTGnFGG6YfkteU1L88i29NpRlX.jpg,https://image.tmdb.org/t/p/original//huTGnFGG6YfkteU1L88i29NpRlX.jpg,0.0,0.0,,https://www.imdb.com/title/tt32659630/,https://image.tmdb.org/t/p/w500/huTGnFGG6YfkteU1L88i29NpRlX.jpg
1307874,Stop Making Sense: Deluxe Collector’s Edition,0.0,0.0,Released,2023-01-14,0.0,88.0,0.0,,en,Stop Making Sense: Deluxe Collector’s Edition,40th Anniversary Collector's Edition of Stop Making Sense. Featuring the newly restored and remixed theatrical cut and the 2023 Dolby Atmos and 1984 Original Stereo mixes.,0.504,Live performance over the course of three nights at Hollywood's Pantages Theater in December of 1983 and features Talking Heads' most memorable songs. Remastered version including the 2023 Atmos Mix.,Music,A24,,English,"Ednah Holt, Jerry Harrison, Lynn Mabry, Alex Weir, Steven Scales, Tina Weymouth, Bernie Worrell, Chris Frantz, David Byrne",Jonathan Demme,,Jonathan Demme,,,,,,,0.0,0.0,2023,,
1309340,Mice,0.0,0.0,Planned,,0.0,0.0,0.0,,en,Mice,,0.4146,,"Horror, Thriller",A24,United States of America,English,,David Bruckner,,"Zak White, Todd Spence",,,,,,,0.0,0.0,,,
1312551,Untitled X Installment,0.0,0.0,Rumored,,0.0,0.0,0.0,,en,Untitled X Installment,The fourth film in Ti West’s X franchise. West has confirmed he is developing a new installment.,1.847,,"Horror, Thriller",A24,United States of America,English,,Ti West,,Ti West,,,,,,,0.0,0.0,,,
1314821,Why Don't You Love Me?,0.0,0.0,Planned,,0.0,0.0,0.0,,en,Why Don't You Love Me?,"A miserable couple, Claire and Mark, struggles through their marriage while “feeling like something is not quite right in their reality.”",0.234,,"Romance, Drama, Mystery, Science Fiction","A24, Excellent Cadaver, Square Peg",United States of America,English,Jennifer Lawrence,,,"Robert Funke, Paul B. Rainey","Justine Ciarrocchi, Paul B. Rainey, Jennifer Lawrence, Ari Aster, Emily Hildner, Lars Knudsen",,,,/atFK0TJopgGBWZ0VyS6vkTPTgAv.jpg,https://image.tmdb.org/t/p/original//atFK0TJopgGBWZ0VyS6vkTPTgAv.jpg,0.0,0.0,,,
1314952,The Puritan II,0.0,0.0,Released,2024-07-05,0.0,100.0,15000.0,,en,The Puritan II,The devil has come back to make her pay her greatest sin.  The sin of living,0.84,SOMETHING EVIL HAS HAPPENED TO VERONICA,Horror,A24,,English,"Lily Collins, Mia Goth",Elizabeth Debicki,,,,,,,,,-15000.0,-100.0,2024,,
1317288,Marty Supreme,0.0,0.0,Post Production,2025-12-25,0.0,0.0,70000000.0,tt32916440,en,Marty Supreme,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",1.0465,,Drama,"A24, Elara Pictures, IPR.VC","Finland, United States of America",English,"Odessa A'zion, Fran Drescher, Cody Kostro, Sandra Bernhard, Blake Gioviti, Musto Pelinkovicci, Will johnson, Abel Ferrara, Spenser Granese, Gwyneth Paltrow, Benji Otte, Josh bone, John Keating, Timothée Chalamet, Charles Glover, Philippe Petit, Toree Hill, Kevin O'Leary, Daniel Napolitano, Dennis Creaghan, J. Christian Ingvordsen, Francis Dumaurier, Tyler, The Creator, Anthony Thomas Larkin, Penn Jillette, Ed Malone",Josh Safdie,Darius Khondji,"Josh Safdie, Ronald Bronstein","Eli Bush, Joe Guest, Anthony Katagas, Sara Rossein, Timo Argillander, Timothée Chalamet, Andrea Scarso, Josh Safdie, Ronald Bronstein",,,,/dGYtEyxSZTZFwXBfR9dgEidMD1Y.jpg,https://image.tmdb.org/t/p/original//xeMvB3g8ymsOiZyTpkFJz26VBaf.jpg,-70000000.0,-100.0,2025,https://www.imdb.com/title/tt32916440/,https://image.tmdb.org/t/p/w500/dGYtEyxSZTZFwXBfR9dgEidMD1Y.jpg
1321376,Altar,0.0,0.0,Post Production,,0.0,0.0,0.0,tt32384713,en,Altar,"Described as a horror film that follows the summer of a young boy, forced to grow up faster than he ever imagined.",0.347,,Horror,"A24, Chernin Entertainment",United States of America,English,"Helene Seradilla, Frederick Allen, Lily Collias, Brendon Tremblay, Kyle MacLachlan, Hudson Behling, Ayo Solanke, David Krumholtz, Shahadi Wright Joseph, Zoe Fish, Angelica Venancio, Naomi Rubel Lifshits, Connor Peterson, Juliette Schroeder, January Jones",Egor Abramenko,Pat Aldinger,"Will Soodik, Philip Fracassi","Corey Deckler, Kori Adelson, Peter Chernin",,,,,,0.0,0.0,,https://www.imdb.com/title/tt32384713/,
1325734,The Drama,0.0,0.0,Post Production,,0.0,0.0,0.0,tt33071426,en,The Drama,"A couple, in the days leading up to their wedding, faces a crisis when unexpected revelations derail what one of them thought they knew about the other.",0.5019,,"Romance, Drama","A24, Square Peg",United States of America,English,"Jordyn Curet, YaYa Gosselin, Robert Pattinson, Paulina Lemos, Zendaya, Hailey Gates, Alana Haim, Michael Abbott Jr., Mamoudou Athie",Kristoffer Borgli,Arseni Khachaturan,Kristoffer Borgli,"Ari Aster, Tyler Campellone, Lars Knudsen",,,,/dUxoOXtoVdp9RMvVjqMAyJx9wPx.jpg,,0.0,0.0,,https://www.imdb.com/title/tt33071426/,https://image.tmdb.org/t/p/w500/dUxoOXtoVdp9RMvVjqMAyJx9wPx.jpg
